	V1	V2
3291	Aqu2.1.11235_001	NA
3292	Aqu2.1.11237_001	NA
3293	Aqu2.1.11243_001	NA
3294	Aqu2.1.11244_001	NA
3295	Aqu2.1.11246_001	NA
3296	Aqu2.1.11249_001	NA
3297	Aqu2.1.11250_001	NA
3298	Aqu2.1.11258_001	NA
3299	Aqu2.1.11261_001	NA
3300	Aqu2.1.11263_001	NA
3301	Aqu2.1.11264_001	NA
3302	Aqu2.1.11265_001	NA
3303	Aqu2.1.11266_001	NA
3304	Aqu2.1.11267_001	NA
3305	Aqu2.1.11269_001	NA
3306	Aqu2.1.11275_001	NA
3307	Aqu2.1.11278_001	NA
3308	Aqu2.1.11287_001	NA
3309	Aqu2.1.11288_001	NA
3310	Aqu2.1.11289_001	NA
3311	Aqu2.1.11291_001	NA
3312	Aqu2.1.11297_001	NA
3313	Aqu2.1.11299_001	NA
3314	Aqu2.1.11300_001	NA
3315	Aqu2.1.11302_001	NA
3316	Aqu2.1.11303_001	NA
3317	Aqu2.1.11304_001	NA
3318	Aqu2.1.11308_001	NA
3319	Aqu2.1.11311_001	NA
3320	Aqu2.1.11312_001	NA
3321	Aqu2.1.11318_001	NA
3322	Aqu2.1.11319_001	NA
3323	Aqu2.1.11320_001	NA
3324	Aqu2.1.11322_001	NA
3325	Aqu2.1.11324_001	NA
3326	Aqu2.1.11326_001	NA
3327	Aqu2.1.11349_001	NA
3328	Aqu2.1.11350_001	NA
3329	Aqu2.1.11352_001	NA
3330	Aqu2.1.11353_001	NA
3331	Aqu2.1.11354_001	NA
3332	Aqu2.1.11363_001	NA
3333	Aqu2.1.11367_001	NA
3334	Aqu2.1.11368_001	NA
3335	Aqu2.1.11372_001	NA
3336	Aqu2.1.11373_001	NA
3337	Aqu2.1.11374_001	NA
3338	Aqu2.1.11379_001	NA
3339	Aqu2.1.11382_001	NA
3340	Aqu2.1.11384_001	NA
3341	Aqu2.1.11385_001	NA
3342	Aqu2.1.11386_001	NA
3343	Aqu2.1.11387_001	NA
3344	Aqu2.1.11389_001	NA
3345	Aqu2.1.11396_001	NA
3346	Aqu2.1.11399_001	NA
3347	Aqu2.1.11401_001	NA
3348	Aqu2.1.11402_001	NA
3349	Aqu2.1.11404_001	NA
3350	Aqu2.1.11407_001	NA
3351	Aqu2.1.11412_001	NA
3352	Aqu2.1.11413_001	NA
3353	Aqu2.1.11420_001	NA
3354	Aqu2.1.11421_001	NA
3355	Aqu2.1.11426_001	NA
3356	Aqu2.1.11428_001	NA
3357	Aqu2.1.11429_001	NA
3358	Aqu2.1.11432_001	NA
3359	Aqu2.1.11433_001	NA
3360	Aqu2.1.11434_001	NA
3361	Aqu2.1.11435_001	NA
3362	Aqu2.1.11436_001	NA
3363	Aqu2.1.11437_001	NA
3364	Aqu2.1.11438_001	NA
3365	Aqu2.1.11445_001	NA
3366	Aqu2.1.11447_001	NA
3367	Aqu2.1.11453_001	NA
3368	Aqu2.1.11455_001	NA
3369	Aqu2.1.11457_001	NA
3370	Aqu2.1.11458_001	NA
3371	Aqu2.1.11459_001	NA
3372	Aqu2.1.11460_001	NA
3373	Aqu2.1.11462_001	NA
3374	Aqu2.1.11463_001	NA
3375	Aqu2.1.11466_001	NA
3376	Aqu2.1.11467_001	NA
3377	Aqu2.1.11468_001	NA
3378	Aqu2.1.11470_001	NA
3379	Aqu2.1.11471_001	NA
3380	Aqu2.1.11474_001	NA
3381	Aqu2.1.11476_001	NA
3382	Aqu2.1.11479_001	NA
3383	Aqu2.1.11480_001	NA
3384	Aqu2.1.11481_001	NA
3385	Aqu2.1.11482_001	NA
3386	Aqu2.1.11485_001	NA
3387	Aqu2.1.11486_001	NA
3388	Aqu2.1.11488_001	NA
3389	Aqu2.1.11489_001	NA
3390	Aqu2.1.11493_001	NA
3391	Aqu2.1.11495_001	NA
3392	Aqu2.1.11501_001	NA
3393	Aqu2.1.11502_001	NA
3394	Aqu2.1.11504_001	NA
3395	Aqu2.1.11506_001	NA
3396	Aqu2.1.11507_001	NA
3397	Aqu2.1.11512_001	NA
3398	Aqu2.1.11517_001	NA
3399	Aqu2.1.11518_001	NA
3400	Aqu2.1.11521_001	NA
3401	Aqu2.1.11524_001	NA
3402	Aqu2.1.11525_001	NA
3403	Aqu2.1.11527_001	NA
3404	Aqu2.1.11528_001	NA
3405	Aqu2.1.11529_001	NA
3406	Aqu2.1.11530_001	NA
3407	Aqu2.1.11531_001	NA
3408	Aqu2.1.11532_001	NA
3409	Aqu2.1.11540_001	NA
3410	Aqu2.1.11542_001	NA
3411	Aqu2.1.11543_001	NA
3412	Aqu2.1.11552_001	NA
3413	Aqu2.1.11553_001	NA
3414	Aqu2.1.11556_001	NA
3415	Aqu2.1.11557_001	NA
3416	Aqu2.1.11558_001	NA
3417	Aqu2.1.11560_001	NA
3418	Aqu2.1.11564_001	NA
3419	Aqu2.1.11565_001	NA
3420	Aqu2.1.11570_001	NA
3421	Aqu2.1.11571_001	NA
3422	Aqu2.1.11573_001	NA
3423	Aqu2.1.11575_001	NA
3424	Aqu2.1.11576_001	NA
3425	Aqu2.1.11580_001	NA
3426	Aqu2.1.11583_001	NA
3427	Aqu2.1.11591_001	NA
3428	Aqu2.1.11593_001	NA
3429	Aqu2.1.11599_001	NA
3430	Aqu2.1.11600_001	NA
3431	Aqu2.1.11601_001	NA
3432	Aqu2.1.11603_001	NA
3433	Aqu2.1.11604_001	NA
3434	Aqu2.1.11605_001	NA
3435	Aqu2.1.11612_001	NA
3436	Aqu2.1.11613_001	NA
3437	Aqu2.1.11621_001	NA
3438	Aqu2.1.11622_001	NA
3439	Aqu2.1.11624_001	NA
3440	Aqu2.1.11626_001	NA
3441	Aqu2.1.11627_001	NA
3442	Aqu2.1.11628_001	NA
3443	Aqu2.1.11631_001	NA
3444	Aqu2.1.11632_001	NA
3445	Aqu2.1.11633_001	NA
3446	Aqu2.1.11634_001	NA
3447	Aqu2.1.11635_001	NA
3448	Aqu2.1.11637_001	NA
3449	Aqu2.1.11639_001	NA
3450	Aqu2.1.11640_001	NA
3451	Aqu2.1.11644_001	NA
3452	Aqu2.1.11645_001	NA
3453	Aqu2.1.11650_001	NA
3454	Aqu2.1.11653_001	NA
3455	Aqu2.1.11654_001	NA
3456	Aqu2.1.11656_001	NA
3457	Aqu2.1.11657_001	NA
3458	Aqu2.1.11658_001	NA
3459	Aqu2.1.11659_001	NA
3460	Aqu2.1.11666_001	NA
3461	Aqu2.1.11667_001	NA
3462	Aqu2.1.11668_001	NA
3463	Aqu2.1.11669_001	NA
3464	Aqu2.1.11672_001	NA
3465	Aqu2.1.11673_001	NA
3466	Aqu2.1.11674_001	NA
3467	Aqu2.1.11679_001	NA
3468	Aqu2.1.11681_001	NA
3469	Aqu2.1.11683_001	NA
3470	Aqu2.1.11686_001	NA
3471	Aqu2.1.11687_001	NA
3472	Aqu2.1.11688_001	NA
3473	Aqu2.1.11690_001	NA
3474	Aqu2.1.11696_001	NA
3475	Aqu2.1.11698_001	NA
3476	Aqu2.1.11708_001	NA
3477	Aqu2.1.11709_001	NA
3478	Aqu2.1.11718_001	NA
3479	Aqu2.1.11720_001	NA
3480	Aqu2.1.11727_001	NA
3481	Aqu2.1.11730_001	NA
3482	Aqu2.1.11740_001	NA
3483	Aqu2.1.11742_001	NA
3484	Aqu2.1.11744_001	NA
3485	Aqu2.1.11745_001	NA
3486	Aqu2.1.11753_001	NA
3487	Aqu2.1.11759_001	NA
3488	Aqu2.1.11763_001	NA
3489	Aqu2.1.11765_001	NA
3490	Aqu2.1.11766_001	NA
3491	Aqu2.1.11767_001	NA
3492	Aqu2.1.11768_001	NA
3493	Aqu2.1.11769_001	NA
3494	Aqu2.1.11770_001	NA
3495	Aqu2.1.11771_001	NA
3496	Aqu2.1.11777_001	NA
3497	Aqu2.1.11783_001	NA
3498	Aqu2.1.11785_001	NA
3499	Aqu2.1.11792_001	NA
3500	Aqu2.1.11793_001	NA
3501	Aqu2.1.11794_001	NA
3502	Aqu2.1.11795_001	NA
3503	Aqu2.1.11798_001	NA
3504	Aqu2.1.11800_001	NA
3505	Aqu2.1.11801_001	NA
3506	Aqu2.1.11804_001	NA
3507	Aqu2.1.11805_001	NA
3508	Aqu2.1.11807_001	NA
3509	Aqu2.1.11810_001	NA
3510	Aqu2.1.11814_001	NA
3511	Aqu2.1.11817_001	NA
3512	Aqu2.1.11820_001	NA
3513	Aqu2.1.11824_001	NA
3514	Aqu2.1.11830_001	NA
3515	Aqu2.1.11836_001	NA
3516	Aqu2.1.11837_001	NA
3517	Aqu2.1.11838_001	NA
3518	Aqu2.1.11839_001	NA
3519	Aqu2.1.11842_001	NA
3520	Aqu2.1.11853_001	NA
3521	Aqu2.1.11868_001	NA
3522	Aqu2.1.11870_001	NA
3523	Aqu2.1.11871_001	NA
3524	Aqu2.1.11877_001	NA
3525	Aqu2.1.11878_001	NA
3526	Aqu2.1.11879_001	NA
3527	Aqu2.1.11883_001	NA
3528	Aqu2.1.11884_001	NA
3529	Aqu2.1.11894_001	NA
3530	Aqu2.1.11902_001	NA
3531	Aqu2.1.11908_001	NA
3532	Aqu2.1.11909_001	NA
3533	Aqu2.1.11911_001	NA
3534	Aqu2.1.11912_001	NA
3535	Aqu2.1.11914_001	NA
3536	Aqu2.1.11915_001	NA
3537	Aqu2.1.11919_001	NA
3538	Aqu2.1.11936_001	NA
3539	Aqu2.1.11942_001	NA
3540	Aqu2.1.11943_001	NA
3541	Aqu2.1.11945_001	NA
3542	Aqu2.1.11946_001	NA
3543	Aqu2.1.11949_001	NA
3544	Aqu2.1.11951_001	NA
3545	Aqu2.1.11952_001	NA
3546	Aqu2.1.11955_001	NA
3547	Aqu2.1.11956_001	NA
3548	Aqu2.1.11960_001	NA
3549	Aqu2.1.11968_001	NA
3550	Aqu2.1.11974_001	NA
3551	Aqu2.1.11979_001	NA
3552	Aqu2.1.11984_001	NA
3553	Aqu2.1.11985_001	NA
3554	Aqu2.1.11986_001	NA
3555	Aqu2.1.11998_001	NA
3556	Aqu2.1.11999_001	NA
3557	Aqu2.1.12007_001	NA
3558	Aqu2.1.12008_001	NA
3559	Aqu2.1.12009_001	NA
3560	Aqu2.1.12019_001	NA
3561	Aqu2.1.12021_001	NA
3562	Aqu2.1.12022_001	NA
3563	Aqu2.1.12028_001	NA
3564	Aqu2.1.12030_001	NA
3565	Aqu2.1.12032_001	NA
3566	Aqu2.1.12033_001	NA
3567	Aqu2.1.12034_001	NA
3568	Aqu2.1.12047_001	NA
3569	Aqu2.1.12065_001	NA
3570	Aqu2.1.12070_001	NA
3571	Aqu2.1.12071_001	NA
3572	Aqu2.1.12072_001	NA
3573	Aqu2.1.12073_001	NA
3574	Aqu2.1.12077_001	NA
3575	Aqu2.1.12078_001	NA
3576	Aqu2.1.12079_001	NA
3577	Aqu2.1.12080_001	NA
3578	Aqu2.1.12085_001	NA
3579	Aqu2.1.12088_001	NA
3580	Aqu2.1.12095_001	NA
3581	Aqu2.1.12098_001	NA
3582	Aqu2.1.12102_001	NA
3583	Aqu2.1.12103_001	NA
3584	Aqu2.1.12104_001	NA
3585	Aqu2.1.12105_001	NA
3586	Aqu2.1.12107_001	NA
3587	Aqu2.1.12113_001	NA
3588	Aqu2.1.12116_001	NA
3589	Aqu2.1.12129_001	NA
3590	Aqu2.1.12133_001	NA
3591	Aqu2.1.12134_001	NA
3592	Aqu2.1.12145_001	NA
3593	Aqu2.1.12146_001	NA
3594	Aqu2.1.12149_001	NA
3595	Aqu2.1.12151_001	NA
3596	Aqu2.1.12156_001	NA
3597	Aqu2.1.12157_001	NA
3598	Aqu2.1.12161_001	NA
3599	Aqu2.1.12165_001	NA
3600	Aqu2.1.12166_001	NA
3601	Aqu2.1.12167_001	NA
3602	Aqu2.1.12168_001	NA
3603	Aqu2.1.12169_001	NA
3604	Aqu2.1.12171_001	NA
3605	Aqu2.1.12172_001	NA
3606	Aqu2.1.12175_001	NA
3607	Aqu2.1.12179_001	NA
3608	Aqu2.1.12181_001	NA
3609	Aqu2.1.12182_001	NA
3610	Aqu2.1.12183_001	NA
3611	Aqu2.1.12184_001	NA
3612	Aqu2.1.12185_001	NA
3613	Aqu2.1.12186_001	NA
3614	Aqu2.1.12187_001	NA
3615	Aqu2.1.12189_001	NA
3616	Aqu2.1.12192_001	NA
3617	Aqu2.1.12194_001	NA
3618	Aqu2.1.12195_001	NA
3619	Aqu2.1.12198_001	NA
3620	Aqu2.1.12200_001	NA
3621	Aqu2.1.12201_001	NA
3622	Aqu2.1.12202_001	NA
3623	Aqu2.1.12203_001	NA
3624	Aqu2.1.12204_001	NA
3625	Aqu2.1.12205_001	NA
3626	Aqu2.1.12206_001	NA
3627	Aqu2.1.12210_001	NA
3628	Aqu2.1.12213_001	NA
3629	Aqu2.1.12214_001	NA
3630	Aqu2.1.12220_001	NA
3631	Aqu2.1.12222_001	NA
3632	Aqu2.1.12224_001	NA
3633	Aqu2.1.12225_001	NA
3634	Aqu2.1.12227_001	NA
3635	Aqu2.1.12231_001	NA
3636	Aqu2.1.12233_001	NA
3637	Aqu2.1.12234_001	NA
3638	Aqu2.1.12238_001	NA
3639	Aqu2.1.12240_001	NA
3640	Aqu2.1.12241_001	NA
3641	Aqu2.1.12256_001	NA
3642	Aqu2.1.12261_001	NA
3643	Aqu2.1.12275_001	NA
3644	Aqu2.1.12276_001	NA
3645	Aqu2.1.12280_001	NA
3646	Aqu2.1.12284_001	NA
3647	Aqu2.1.12286_001	NA
3648	Aqu2.1.12297_001	NA
3649	Aqu2.1.12298_001	NA
3650	Aqu2.1.12302_001	NA
3651	Aqu2.1.12308_001	NA
3652	Aqu2.1.12310_001	NA
3653	Aqu2.1.12312_001	NA
3654	Aqu2.1.12314_001	NA
3655	Aqu2.1.12315_001	NA
3656	Aqu2.1.12316_001	NA
3657	Aqu2.1.12322_001	NA
3658	Aqu2.1.12324_001	NA
3659	Aqu2.1.12327_001	NA
3660	Aqu2.1.12330_001	NA
3661	Aqu2.1.12331_001	NA
3662	Aqu2.1.12341_001	NA
3663	Aqu2.1.12342_001	NA
3664	Aqu2.1.12343_001	NA
3665	Aqu2.1.12350_001	NA
3666	Aqu2.1.12351_001	NA
3667	Aqu2.1.12361_001	NA
3668	Aqu2.1.12363_001	NA
3669	Aqu2.1.12366_001	NA
3670	Aqu2.1.12367_001	NA
3671	Aqu2.1.12368_001	NA
3672	Aqu2.1.12369_001	NA
3673	Aqu2.1.12372_001	NA
3674	Aqu2.1.12373_001	NA
3675	Aqu2.1.12374_001	NA
3676	Aqu2.1.12375_001	NA
3677	Aqu2.1.12381_001	NA
3678	Aqu2.1.12390_001	NA
3679	Aqu2.1.12393_001	NA
3680	Aqu2.1.12397_001	NA
3681	Aqu2.1.12398_001	NA
3682	Aqu2.1.12400_001	NA
3683	Aqu2.1.12402_001	NA
3684	Aqu2.1.12407_001	NA
3685	Aqu2.1.12408_001	NA
3686	Aqu2.1.12409_001	NA
3687	Aqu2.1.12410_001	NA
3688	Aqu2.1.12411_001	NA
3689	Aqu2.1.12412_001	NA
3690	Aqu2.1.12414_001	NA
3691	Aqu2.1.12419_001	NA
3692	Aqu2.1.12420_001	NA
3693	Aqu2.1.12421_001	NA
3694	Aqu2.1.12422_001	NA
3695	Aqu2.1.12428_001	NA
3696	Aqu2.1.12431_001	NA
3697	Aqu2.1.12436_001	NA
3698	Aqu2.1.12443_001	NA
3699	Aqu2.1.12452_001	NA
3700	Aqu2.1.12463_001	NA
3701	Aqu2.1.12470_001	NA
3702	Aqu2.1.12475_001	NA
3703	Aqu2.1.12476_001	NA
3704	Aqu2.1.12478_001	NA
3705	Aqu2.1.12483_001	NA
3706	Aqu2.1.12484_001	NA
3707	Aqu2.1.12492_001	NA
3708	Aqu2.1.12493_001	NA
3709	Aqu2.1.12497_001	NA
3710	Aqu2.1.12498_001	NA
3711	Aqu2.1.12500_001	NA
3712	Aqu2.1.12502_001	NA
3713	Aqu2.1.12505_001	NA
3714	Aqu2.1.12506_001	NA
3715	Aqu2.1.12507_001	NA
3716	Aqu2.1.12509_001	NA
3717	Aqu2.1.12511_001	NA
3718	Aqu2.1.12512_001	NA
3719	Aqu2.1.12517_001	NA
3720	Aqu2.1.12518_001	NA
3721	Aqu2.1.12531_001	NA
3722	Aqu2.1.12532_001	NA
3723	Aqu2.1.12533_001	NA
3724	Aqu2.1.12534_001	NA
3725	Aqu2.1.12535_001	NA
3726	Aqu2.1.12536_001	NA
3727	Aqu2.1.12542_001	NA
3728	Aqu2.1.12543_001	NA
3729	Aqu2.1.12545_001	NA
3730	Aqu2.1.12549_001	NA
3731	Aqu2.1.12559_001	NA
3732	Aqu2.1.12575_001	NA
3733	Aqu2.1.12576_001	NA
3734	Aqu2.1.12577_001	NA
3735	Aqu2.1.12578_001	NA
3736	Aqu2.1.12579_001	NA
3737	Aqu2.1.12587_001	NA
3738	Aqu2.1.12593_001	NA
3739	Aqu2.1.12599_001	NA
3740	Aqu2.1.12600_001	NA
3741	Aqu2.1.12601_001	NA
3742	Aqu2.1.12602_001	NA
3743	Aqu2.1.12603_001	NA
3744	Aqu2.1.12605_001	NA
3745	Aqu2.1.12606_001	NA
3746	Aqu2.1.12607_001	NA
3747	Aqu2.1.12613_001	NA
3748	Aqu2.1.12614_001	NA
3749	Aqu2.1.12615_001	NA
3750	Aqu2.1.12620_001	NA
3751	Aqu2.1.12621_001	NA
3752	Aqu2.1.12622_001	NA
3753	Aqu2.1.12626_001	NA
3754	Aqu2.1.12630_001	NA
3755	Aqu2.1.12631_001	NA
3756	Aqu2.1.12632_001	NA
3757	Aqu2.1.12639_001	NA
3758	Aqu2.1.12641_001	NA
3759	Aqu2.1.12642_001	NA
3760	Aqu2.1.12648_001	NA
3761	Aqu2.1.12649_001	NA
3762	Aqu2.1.12653_001	NA
3763	Aqu2.1.12654_001	NA
3764	Aqu2.1.12655_001	NA
3765	Aqu2.1.12656_001	NA
3766	Aqu2.1.12657_001	NA
3767	Aqu2.1.12658_001	NA
3768	Aqu2.1.12660_001	NA
3769	Aqu2.1.12662_001	NA
3770	Aqu2.1.12665_001	NA
3771	Aqu2.1.12681_001	NA
3772	Aqu2.1.12682_001	NA
3773	Aqu2.1.12685_001	NA
3774	Aqu2.1.12703_001	NA
3775	Aqu2.1.12704_001	NA
3776	Aqu2.1.12706_001	NA
3777	Aqu2.1.12707_001	NA
3778	Aqu2.1.12709_001	NA
3779	Aqu2.1.12710_001	NA
3780	Aqu2.1.12711_001	NA
3781	Aqu2.1.12714_001	NA
3782	Aqu2.1.12718_001	NA
3783	Aqu2.1.12722_001	NA
3784	Aqu2.1.12723_001	NA
3785	Aqu2.1.12729_001	NA
3786	Aqu2.1.12730_001	NA
3787	Aqu2.1.12738_001	NA
3788	Aqu2.1.12739_001	NA
3789	Aqu2.1.12740_001	NA
3790	Aqu2.1.12741_001	NA
3791	Aqu2.1.12743_001	NA
3792	Aqu2.1.12744_001	NA
3793	Aqu2.1.12745_001	NA
3794	Aqu2.1.12746_001	NA
3795	Aqu2.1.12748_001	NA
3796	Aqu2.1.12749_001	NA
3797	Aqu2.1.12757_001	NA
3798	Aqu2.1.12762_001	NA
3799	Aqu2.1.12763_001	NA
3800	Aqu2.1.12767_001	NA
3801	Aqu2.1.12772_001	NA
3802	Aqu2.1.12773_001	NA
3803	Aqu2.1.12774_001	NA
3804	Aqu2.1.12778_001	NA
3805	Aqu2.1.12780_001	NA
3806	Aqu2.1.12784_001	NA
3807	Aqu2.1.12787_001	NA
3808	Aqu2.1.12789_001	NA
3809	Aqu2.1.12793_001	NA
3810	Aqu2.1.12800_001	NA
3811	Aqu2.1.12801_001	NA
3812	Aqu2.1.12802_001	NA
3813	Aqu2.1.12803_001	NA
3814	Aqu2.1.12807_001	NA
3815	Aqu2.1.12812_001	NA
3816	Aqu2.1.12813_001	NA
3817	Aqu2.1.12816_001	NA
3818	Aqu2.1.12817_001	NA
3819	Aqu2.1.12820_001	NA
3820	Aqu2.1.12822_001	NA
3821	Aqu2.1.12823_001	NA
3822	Aqu2.1.12825_001	NA
3823	Aqu2.1.12838_001	NA
3824	Aqu2.1.12843_001	NA
3825	Aqu2.1.12848_001	NA
3826	Aqu2.1.12849_001	NA
3827	Aqu2.1.12850_001	NA
3828	Aqu2.1.12851_001	NA
3829	Aqu2.1.12852_001	NA
3830	Aqu2.1.12854_001	NA
3831	Aqu2.1.12855_001	NA
3832	Aqu2.1.12858_001	NA
3833	Aqu2.1.12859_001	NA
3834	Aqu2.1.12860_001	NA
3835	Aqu2.1.12862_001	NA
3836	Aqu2.1.12863_001	NA
3837	Aqu2.1.12864_001	NA
3838	Aqu2.1.12881_001	NA
3839	Aqu2.1.12882_001	NA
3840	Aqu2.1.12891_001	NA
3841	Aqu2.1.12893_001	NA
3842	Aqu2.1.12904_001	NA
3843	Aqu2.1.12933_001	NA
3844	Aqu2.1.12937_001	NA
3845	Aqu2.1.12938_001	NA
3846	Aqu2.1.12943_001	NA
3847	Aqu2.1.12946_001	NA
3848	Aqu2.1.12947_001	NA
3849	Aqu2.1.12949_001	NA
3850	Aqu2.1.12953_001	NA
3851	Aqu2.1.12954_001	NA
3852	Aqu2.1.12967_001	NA
3853	Aqu2.1.12969_001	NA
3854	Aqu2.1.12974_001	NA
3855	Aqu2.1.12975_001	NA
3856	Aqu2.1.12979_001	NA
3857	Aqu2.1.12980_001	NA
3858	Aqu2.1.12990_001	NA
3859	Aqu2.1.12991_001	NA
3860	Aqu2.1.12994_001	NA
3861	Aqu2.1.12999_001	NA
3862	Aqu2.1.13000_001	NA
3863	Aqu2.1.13001_001	NA
3864	Aqu2.1.13003_001	NA
3865	Aqu2.1.13010_001	NA
3866	Aqu2.1.13012_001	NA
3867	Aqu2.1.13013_001	NA
3868	Aqu2.1.13014_001	NA
3869	Aqu2.1.13015_001	NA
3870	Aqu2.1.13016_001	NA
3871	Aqu2.1.13028_001	NA
3872	Aqu2.1.13031_001	NA
3873	Aqu2.1.13043_001	NA
3874	Aqu2.1.13047_001	NA
3875	Aqu2.1.13055_001	NA
3876	Aqu2.1.13056_001	NA
3877	Aqu2.1.13059_001	NA
3878	Aqu2.1.13071_001	NA
3879	Aqu2.1.13072_001	NA
3880	Aqu2.1.13073_001	NA
3881	Aqu2.1.13075_001	NA
3882	Aqu2.1.13076_001	NA
3883	Aqu2.1.13077_001	NA
3884	Aqu2.1.13078_001	NA
3885	Aqu2.1.13080_001	NA
3886	Aqu2.1.13083_001	NA
3887	Aqu2.1.13084_001	NA
3888	Aqu2.1.13085_001	NA
3889	Aqu2.1.13086_001	NA
3890	Aqu2.1.13092_001	NA
3891	Aqu2.1.13094_001	NA
3892	Aqu2.1.13096_001	NA
3893	Aqu2.1.13101_001	NA
3894	Aqu2.1.13102_001	NA
3895	Aqu2.1.13103_001	NA
3896	Aqu2.1.13106_001	NA
3897	Aqu2.1.13107_001	NA
3898	Aqu2.1.13108_001	NA
3899	Aqu2.1.13111_001	NA
3900	Aqu2.1.13120_001	NA
3901	Aqu2.1.13121_001	NA
3902	Aqu2.1.13126_001	NA
3903	Aqu2.1.13127_001	NA
3904	Aqu2.1.13144_001	NA
3905	Aqu2.1.13145_001	NA
3906	Aqu2.1.13146_001	NA
3907	Aqu2.1.13149_001	NA
3908	Aqu2.1.13150_001	NA
3909	Aqu2.1.13151_001	NA
3910	Aqu2.1.13153_001	NA
3911	Aqu2.1.13154_001	NA
3912	Aqu2.1.13158_001	NA
3913	Aqu2.1.13159_001	NA
3914	Aqu2.1.13160_001	NA
3915	Aqu2.1.13161_001	NA
3916	Aqu2.1.13162_001	NA
3917	Aqu2.1.13165_001	NA
3918	Aqu2.1.13166_001	NA
3919	Aqu2.1.13167_001	NA
3920	Aqu2.1.13168_001	NA
3921	Aqu2.1.13170_001	NA
3922	Aqu2.1.13172_001	NA
3923	Aqu2.1.13174_001	NA
3924	Aqu2.1.13182_001	NA
3925	Aqu2.1.13183_001	NA
3926	Aqu2.1.13189_001	NA
3927	Aqu2.1.13201_001	NA
3928	Aqu2.1.13206_001	NA
3929	Aqu2.1.13208_001	NA
3930	Aqu2.1.13214_001	NA
3931	Aqu2.1.13215_001	NA
3932	Aqu2.1.13221_001	NA
3933	Aqu2.1.13251_001	NA
3934	Aqu2.1.13253_001	NA
3935	Aqu2.1.13254_001	NA
3936	Aqu2.1.13255_001	NA
3937	Aqu2.1.13256_001	NA
3938	Aqu2.1.13257_001	NA
3939	Aqu2.1.13258_001	NA
3940	Aqu2.1.13264_001	NA
3941	Aqu2.1.13265_001	NA
3942	Aqu2.1.13274_001	NA
3943	Aqu2.1.13281_001	NA
3944	Aqu2.1.13282_001	NA
3945	Aqu2.1.13283_001	NA
3946	Aqu2.1.13287_001	NA
3947	Aqu2.1.13289_001	NA
3948	Aqu2.1.13291_001	NA
3949	Aqu2.1.13292_001	NA
3950	Aqu2.1.13293_001	NA
3951	Aqu2.1.13301_001	NA
3952	Aqu2.1.13304_001	NA
3953	Aqu2.1.13306_001	NA
3954	Aqu2.1.13307_001	NA
3955	Aqu2.1.13313_001	NA
3956	Aqu2.1.13314_001	NA
3957	Aqu2.1.13321_001	NA
3958	Aqu2.1.13322_001	NA
3959	Aqu2.1.13330_001	NA
3960	Aqu2.1.13346_001	NA
3961	Aqu2.1.13347_001	NA
3962	Aqu2.1.13359_001	NA
3963	Aqu2.1.13365_001	NA
3964	Aqu2.1.13370_001	NA
3965	Aqu2.1.13371_001	NA
3966	Aqu2.1.13377_001	NA
3967	Aqu2.1.13378_001	NA
3968	Aqu2.1.13382_001	NA
3969	Aqu2.1.13384_001	NA
3970	Aqu2.1.13387_001	NA
3971	Aqu2.1.13394_001	NA
3972	Aqu2.1.13395_001	NA
3973	Aqu2.1.13396_001	NA
3974	Aqu2.1.13411_001	NA
3975	Aqu2.1.13412_001	NA
3976	Aqu2.1.13418_001	NA
3977	Aqu2.1.13424_001	NA
3978	Aqu2.1.13425_001	NA
3979	Aqu2.1.13428_001	NA
3980	Aqu2.1.13430_001	NA
3981	Aqu2.1.13431_001	NA
3982	Aqu2.1.13432_001	NA
3983	Aqu2.1.13433_001	NA
3984	Aqu2.1.13434_001	NA
3985	Aqu2.1.13435_001	NA
3986	Aqu2.1.13436_001	NA
3987	Aqu2.1.13437_001	NA
3988	Aqu2.1.13438_001	NA
3989	Aqu2.1.13440_001	NA
3990	Aqu2.1.13441_001	NA
3991	Aqu2.1.13442_001	NA
3992	Aqu2.1.13456_001	NA
3993	Aqu2.1.13457_001	NA
3994	Aqu2.1.13459_001	NA
3995	Aqu2.1.13460_001	NA
3996	Aqu2.1.13465_001	NA
3997	Aqu2.1.13467_001	NA
3998	Aqu2.1.13470_001	NA
3999	Aqu2.1.13478_001	NA
4000	Aqu2.1.13487_001	NA
4001	Aqu2.1.13488_001	NA
4002	Aqu2.1.13491_001	NA
4003	Aqu2.1.13492_001	NA
4004	Aqu2.1.13495_001	NA
4005	Aqu2.1.13500_001	NA
4006	Aqu2.1.13501_001	NA
4007	Aqu2.1.13504_001	NA
4008	Aqu2.1.13505_001	NA
4009	Aqu2.1.13506_001	NA
4010	Aqu2.1.13510_001	NA
4011	Aqu2.1.13513_001	NA
4012	Aqu2.1.13516_001	NA
4013	Aqu2.1.13528_001	NA
4014	Aqu2.1.13529_001	NA
4015	Aqu2.1.13530_001	NA
4016	Aqu2.1.13531_001	NA
4017	Aqu2.1.13533_001	NA
4018	Aqu2.1.13548_001	NA
4019	Aqu2.1.13549_001	NA
4020	Aqu2.1.13550_001	NA
4021	Aqu2.1.13551_001	NA
4022	Aqu2.1.13553_001	NA
4023	Aqu2.1.13555_001	NA
4024	Aqu2.1.13567_001	NA
4025	Aqu2.1.13572_001	NA
4026	Aqu2.1.13592_001	NA
